Station_Name,total_trains,unique_trains
GAUTAMPURA R,8,8
PONPADI,8,8
POTHIA,8,8
BEWAR BHOJAN,8,8
POLIREDDIPAL,8,8
KODAVALURU,8,8
LINGANENIDOD,8,8
LOHARDAGA  B,8,8
HADIAYA,8,8
HADMATIYA,8,8
HADYAL,8,8
HAFIZPUR,8,8
PIRJHALAR,8,8
PISKA FS,8,8
GHAGGHAR,8,8
GHAGHARA GHA,8,8
RENWAL,8,8
RICHHA ROAD,8,8
RICHUGHUTA,8,8
RIGA,8,8
RISAMA,8,8
GAUCHHARI,8,8
KIRMITI MEND,8,8
BANMORE,8,8
VALAPPADI GA,8,8
VALATHOOR,8,8
VALLAMPADUGA,8,8
GAURI SHRI R,8,8
RISHIKUND,8,8
HANSDIHA,8,8
PINDIAL,8,8
VALANTARAVAI,8,8
LOKUR,8,8
LOLIEM,8,8
LOTANA,8,8
BARAW MORE,8,8
BARAWAHA,8,8
PINDKEPAR HA,8,8
HAMSAVARAM,8,8
GARLADINNE,8,8
GANJ  KHWAJA,8,8
GANKHERA HAL,8,8
GANGAGARH (H,8,8
VADAL,8,8
VADHVANA,8,8
BARBIL,8,8
BARDA,8,8
LOVEDALE,8,8
LUN RICHHA,8,8
LUSHALA,8,8
KHURJA CITY,8,8
HARDORAWAL,8,8
HARDUAGANJ,8,8
AZARA,8,8
AZHWARKURUCH,8,8
B G NAGAR,8,8
PILOL,8,8
GANGARAMPUR,8,8
GANGINENI,8,8
AKELA HANSPU,8,8
URLAM,8,8
USRA,8,8
BUTI BORI JN,8,8
KILAKADAIYAM,8,8
MADHADA,8,8
RUNIJA,8,8
BHANDEWADI H,8,8
GAMBHIR ROAD,8,8
BERMO,8,8
AWASANI,8,8
AYODHYAPATTI,8,8
Rudrapur Sid,8,8
SABALGARH,8,8
AKATHAMURI,8,8
CHAKSAFAURA,8,8
BANGI NIHAL,8,8
CHAF HALT,8,8
CHAINPUR,8,8
ARUN NAGAR H,8,8
HARPALGANJ,8,8
PERUNGUZHI,8,8
PETTAI,8,8
BERIA DAULAT,8,8
CHALAMA,8,8
BIJOOR,8,8
KHUNKHUNA,8,8
BANKA,8,8
MADWAS GRAM,8,8
KHODSEONI,8,8
AJNOD,8,8
GALGALIA,8,8
BHANDAI,8,8
HASANBAZAR H,8,8
PEN,8,8
PAYLI,8,8
UMRED,8,8
CHALSA,8,8
CHAMAGRAM,8,8
KHORANA,8,8
UNCHDIH,8,8
PEDAPARIYA,8,8
PEDDAKURA PA,8,8
BHANDARIDAH,8,8
SAGARAJAMBAG,8,8
SAGARAKATTE,8,8
SAHAJIPUR HA,8,8
GAHNDRAN HAL,8,8
GAHRI BHAGI,8,8
HELEM,8,8
PATTI,8,8
PATUWAS MEHR,8,8
PAUWARA  HAL,8,8
PAVI,8,8
PAVURCHATRAM,8,8
PAWAI BROHMA,8,8
CHANCHELAV,8,8
BANDAR PH,8,8
BANDH BARETH,8,8
KHERI SALWA,8,8
HAZRATNAGAR,8,8
HEBSUR,8,8
HEGGERE,8,8
HEHEGARA HAL,8,8
GAINJAHWA,8,8
GAINSARI JN,8,8
GAIPURA,8,8
BIGGA,8,8
BIGGABAS RAM,8,8
BANGALBAREE,8,8
ULINDAKONDA,8,8
SAHJHA HALT,8,8
HIMMATPURA,8,8
HINDUMALKOTE,8,8
PATHAULI,8,8
PATRANGA,8,8
GADHWALA,8,8
UDAYPUR KHUR,8,8
UDHAGAMANDAL,8,8
MAHISADAL,8,8
MAHISHADAHAR,8,8
MAHIYARPUR,8,8
MAHKEPAR ROA,8,8
KHATIPURA,8,8
KHEDULI,8,8
KHEM KARAN,8,8
UDUMALAIPPET,8,8
UDWANT NAGAR,8,8
MAHULI HALT,8,8
MAIBANG,8,8
MAIJAPUR,8,8
MAILARAM,8,8
MAINPURI,8,8
TURTIPAR F,8,8
UCHIPPULI,8,8
UDALKACHHAR,8,8
SAIDPUR JALA,8,8
SAJHAULI HAL,8,8
PATAM,8,8
HENDEGIR,8,8
HIMGIR,8,8
FATEHGARH CH,8,8
FATUHI,8,8
TUMSAR TOWN,8,8
TUREKALA ROA,8,8
CHANDLODIYA(,8,8
MAITHA,8,8
KHARIAPIPRA,8,8
KHARIK,8,8
MAHUAMILAN,8,8
BENDI,8,8
PARSENDI,8,8
PARSNEU,8,8
PASALAPUDI,8,8
PATAL PANI,8,8
ALAL,8,8
MAJITHA,8,8
TUMBOLI H.,8,8
TUMMALACHERU,8,8
SALGARE,8,8
FARAH TOWN,8,8
HIRNODA,8,8
BENISAR,8,8
HIRANGAON,8,8
HIRDAGARH,8,8
HIRDAMALI,8,8
ARAVANKADU,8,8
ARCHIPATHAR,8,8
ETTAPUR ROAD,8,8
EZHUPUNNA,8,8
CHAPRAKATA,8,8
KHANODIH,8,8
MAKKHANPUR,8,8
MALADGAON,8,8
CHAPRAWAT HA,8,8
TUGGALI,8,8
BHANOHAD PUN,8,8
ELATTUR,8,8
ELIMALA,8,8
HOMBAL,8,8
HOSA AGRAHAR,8,8
PARAS,8,8
BADABANDHA R,8,8
BADANAGUPPE,8,8
TIRUVIZHA,8,8
TITABAR,8,8
TITUR,8,8
TOKISUD,8,8
CHARPOKHARI,8,8
MALANPUR,8,8
BARHAJ BAZAR,8,8
TOTEWAHI HAL,8,8
ETTAKKOT,8,8
SAMBAHAL HAT,8,8
SAMPIGE ROAD,8,8
PAPATAPALLI,8,8
PARADOL,8,8
MALKAPUR ROA,8,8
MALLAN NAGAR,8,8
KHAIRATIYA B,8,8
ALEWAHI,8,8
ALINDRA ROAD,8,8
IB,8,8
IDALHOND H,8,8
IKLEHRA,8,8
EDAVAI,8,8
EDDULADODDI,8,8
SANAWAD,8,8
SANDAI (HALT,8,8
SANGAR,8,8
DUPADU,8,8
MALLASANDRA,8,8
MALLIYALA,8,8
CHAYGAON,8,8
CHEDHABANNI,8,8
DURGACHAK,8,8
DURGADA GATE,8,8
PANJ-KOSI,8,8
BELA TAL,8,8
BELAGULA,8,8
BHARWA-SUMER,8,8
SANGAT,8,8
SANICHARA,8,8
TIRODI,8,8
TIRUMAIYAM,8,8
CHAURADANO,8,8
CHAUTARA,8,8
BANAR,8,8
BANASANKARI,8,8
KETOSAN ROAD,8,8
KETTI,8,8
KHADUR  SAHI,8,8
KHAIRADIH HA,8,8
SANJOY GRAM,8,8
SANKHEDA BAH,8,8
IRAVIPURAM H,8,8
IRINGAL HALT,8,8
PANCHPATIA D,8,8
PANDRASALI,8,8
BHUPIA MAU,8,8
BHUYAR,8,8
CHEMANCHERI,8,8
CHENNRAYAPAT,8,8
MANAKSAR,8,8
RAMDAS,8,8
ZANGALAPALLE,8,8
KENDUJHAR,8,8
KERAKAT (HAL,8,8
TINPHERIA (H,8,8
ITKY PH,8,8
BELASAR  HAL,8,8
INTIYATHOK,8,8
APTA,8,8
ARAG,8,8
DUMARIYA,8,8
ADAPUR,8,8
KESHABPUR,8,8
ZINDPURA (HA,8,8
MANDAPAM CAM,8,8
KEERANUR,8,8
TINICH,8,8
TINNAPATTI,8,8
YELLAKARU,8,8
JAGANNATH TE,8,8
YENUGONDA HA,8,8
PALIA,8,8
PALIGARH (HA,8,8
BINDUBASINI,8,8
ISARDA,8,8
ISARWARA,8,8
PALATPOTARAM,8,8
ADAVALI,8,8
CHETAR,8,8
CHHADA,8,8
KELANPUR,8,8
KELZHAR,8,8
KEMPALSAD HA,8,8
KENDPOSI,8,8
KENDRI,8,8
MANDIR HASAU,8,8
CHHAN ARORIA,8,8
AMALPUR,8,8
BADODAR,8,8
JABUGAM,8,8
DUNDLOD MUKA,8,8
SANTALPUR,8,8
DUDHWAKHARA,8,8
ADHIKARI,8,8
ADIHALLI,8,8
MANGLI HALT,8,8
MANGLIYAGAON,8,8
GOLAKGANJ,8,8
TIKKOTTI,8,8
TIKRI HALT,8,8
YEOLA,8,8
CHERANMAHADE,8,8
KUMARAMANGAL,8,8
SAPEKHATI,8,8
SARAI BHOPAT,8,8
SARAI CHANDI,8,8
KUHI,8,8
SARAIGRAM,8,8
PALACHAURI,8,8
MANIHARI,8,8
MANIKGARH JN,8,8
THONGANUR H,8,8
THURIA,8,8
THUWAVI,8,8
KULALI,8,8
PADUBIDRI,8,8
PADUGUPADU,8,8
PAHALEJA,8,8
PAHARA,8,8
PAINTEPUR F,8,8
DUDHNOI,8,8
WELLINGTON,8,8
SARAYAN,8,8
SARJU,8,8
CHICHOLIBUZU,8,8
CHIGICHERIA,8,8
WEST HILL,8,8
GOLEHWALA,8,8
MANIYAN,8,8
MANJHI F,8,8
MANJUR GADI,8,8
KAUWAPUR,8,8
KAVALANDE,8,8
MANI HALT,8,8
SARKARA,8,8
WADWALNAGNAT,8,8
BIRADHWAL,8,8
JAJIWAL,8,8
DOKWA,8,8
AMB  ANDAURA,8,8
TEZNARAYANPU,8,8
CHHOTA UDEPU,8,8
CHHOTI ODAI,8,8
CHHUCHHAPURA,8,8
CHICHOLI,8,8
BARHARAGANJ,8,8
BAMANGRAM,8,8
BAMHANI,8,8
BAMIANA,8,8
BAMUNIGAON,8,8
DOMINGARH,8,8
DONGRIBUZURG,8,8
ORE HALT,8,8
ORGA,8,8
OSRA,8,8
BIRAMBAD,8,8
TEMPA,8,8
KUNDHELA,8,8
AMARGOL,8,8
MANPUR NAGAR,8,8
MANSHAHI,8,8
KUNDLI,8,8
KATPHAL,8,8
KUNDWA CHAIN,8,8
KUNIGAL,8,8
BAGHMARA HAL,8,8
ODUR,8,8
OMKARESHWAR,8,8
DORAVARICHAT,8,8
SASAMUSA,8,8
SASNI,8,8
SATBAHINI,8,8
DIYODAR,8,8
DIYURI  HALT,8,8
DODDAMPATTI,8,8
MANWALA KOT,8,8
MARAM PALLI,8,8
MARAUDA,8,8
KATH KUIYAN,8,8
CHINNADAGUDI,8,8
CHINTA KANI,8,8
DOHRIGHAT,8,8
BAGAHA BISHN,8,8
JALALPUR,8,8
JALALPUR-DHA,8,8
JALILA ROAD,8,8
Nelamangala,8,8
TATI CHERLA,8,8
TEJGADH,8,8
CHIRAWA,8,8
KATHALPUKHUR,8,8
KAUKUNTLA,8,8
KAULI,8,8
OBULAVARIPAL,8,8
JALSU,8,8
JALSU NANAK,8,8
JAMA,8,8
KUNNATHUR HA,8,8
JAMIRA HALT,8,8
JAMIRGHATA,8,8
NONAR HALT,8,8
TANGRABASULI,8,8
TAPPA KHAJUR,8,8
CHORAL,8,8
TARGAON,8,8
TARIASUJAN,8,8
SATISH SAMAN,8,8
GOHAD ROAD H,8,8
SATRAON F,8,8
SATTIRAKKUDI,8,8
ASLANA,8,8
SAWALGI,8,8
BHAWANIPUR K,8,8
DINHATA,8,8
DINHATA COLL,8,8
DIPA,8,8
NOGANWAN,8,8
NONAPAR F,8,8
JAMGA,8,8
TALODI,8,8
BARLAI,8,8
ASLU,8,8
MASUR,8,8
MATAUNDH,8,8
MATHELA,8,8
MATHIA BARGH,8,8
ASNOTI,8,8
JAMUNAMUKH,8,8
JANAKINAGAR,8,8
ATAMANDA,8,8
NITTUR,8,8
ANUPGARH,8,8
GORAKHNATH,8,8
SEKHA,8,8
BALLUPUR FLA,8,8
BALOD,8,8
BALRAI,8,8
KASIM KOTA,8,8
KASU,8,8
KASU BEGU,8,8
CHURARU TAKA,8,8
SEMRAON,8,8
SENDRA,8,8
JARAIKELA,8,8
RAJOLI,8,8
BHADWA PARA,8,8
DILLIDEWANGA,8,8
AGORI KHAS,8,8
VISAVADAR,8,8
NIDIGALU,8,8
NIDUR,8,8
BISANATTAM,8,8
JATH ROAD,8,8
DIGBOI,8,8
DIGHORI BUZU,8,8
DAGMAGPUR,8,8
COOCH BEHAR,8,8
COONOOR,8,8
TALCHHAPAR,8,8
TALGUPPA,8,8
CHOWKA GHAT,8,8
BALURGHAT,8,8
MAVINKERE,8,8
KARTAULI (HA,8,8
KARUPPUR,8,8
KASGANJ CITY,8,8
MAYAR,8,8
AMBASAMUDRAM,8,8
AMBIAPUR,8,8
DABHOI JN.,8,8
BARA GUDHA,8,8
DAGHORA,8,8
DHUBRI,8,8
BARABHATI,8,8
DIBAI,8,8
DIBNAPUR  HA,8,8
NEYAMATPUR H,8,8
JEKOT,8,8
KURETHA,8,8
SHAPUR,8,8
KURHANI,8,8
DHOLIPAL,8,8
NEW MADANPUR,8,8
KURIKAD,8,8
KOTTAIYUR,8,8
SHEIKHUPUR,8,8
MELPATTI,8,8
MENDU (HALT),8,8
MERALGRAM,8,8
KARONJI,8,8
KARWANDIYA,8,8
KASEETAR,8,8
SHEOPRASAD N,8,8
SHERGARH,8,8
SHIRSAI,8,8
DHENGLI PIMP,8,8
BISLAWASKALA,8,8
BAGHORA,8,8
BAGRAKOT,8,8
T.SAKIBANDA,8,8
TADUKU,8,8
TAIABPUR,8,8
BHIWAPUR,8,8
BHOGPUR SIRW,8,8
METTUR,8,8
BALAWALI,8,8
KAREPUR HALT,8,8
KARGAON HALT,8,8
TAKIA,8,8
DHIRERA,8,8
WADEGAON,8,8
BASTOI (HALT,8,8
BASUKINATH,8,8
BASULYA SUTA,8,8
GOND UMRI,8,8
DHARODI,8,8
BHONGAON,8,8
DALADI,8,8
KARKATTA,8,8
BALLI,8,8
MHASOBA DONG,8,8
MIGHAUNA (HA,8,8
KARAPGAON,8,8
GONDA KACHAH,8,8
GONGALI,8,8
DHASA JN (MG,8,8
SHRAVANABELA,8,8
ATARI JN,8,8
JIADHAL,8,8
JIGNA,8,8
NAYA NANGAL,8,8
JHALWARA,8,8
RAMNA,8,8
GIANI ZAIL S,8,8
KARCHHUE HAL,8,8
MINDALA,8,8
BLGANUR,8,8
MIRHAKUR,8,8
KARAIKKURICH,8,8
SUSKAL,8,8
SHRIGONDA RO,8,8
JITE,8,8
KUSHALPURA,8,8
NAWALGARH,8,8
NAWANDGI,8,8
JHINGURA,8,8
JHITKIA,8,8
JHUNJUNU,8,8
SURAJGARH,8,8
SURAJPUR ROA,8,8
AMILA (HALT),8,8
BMY A CABIN,8,8
MITEWANI PH,8,8
GIRWAR,8,8
KARCHANA,8,8
NAUGANWAN,8,8
NAULTHA,8,8
RAMSINGHPUR,8,8
DHARMADAM HA,8,8
SHRISARADANA,8,8
RANA BORDI,8,8
SIAJULI,8,8
SIDHARI (HAL,8,8
RANCHI ROAD,8,8
DALIMGAON,8,8
DALLI-RAJHAR,8,8
DAM DIM,8,8
MOHDARA HALT,8,8
RANGAREDDIGU,8,8
KAPPIL,8,8
KAPREN,8,8
RAJA BHAT KH,8,8
GUGALWA KIRT,8,8
SIGSIGI,8,8
SIKOSA,8,8
BHEERPUR,8,8
VIRAVANALLUR,8,8
JOGIGHOPA,8,8
KUSUGAL,8,8
KUSUMKASA,8,8
SUMRERI,8,8
SUNDERABAD,8,8
KARAI MADAI,8,8
MOKHOLI,8,8
MOLIROAD,8,8
KOTARLIA,8,8
BARSALI,8,8
SUNDHIA MAU,8,8
KOTGAON HALT,8,8
VISAPUR,8,8
BHETAGURI,8,8
SILIGURI TOW,8,8
NARDANA,8,8
BISUGIR SHAR,8,8
NARKATIA BAZ,8,8
NARKOPI FS,8,8
MORIDHAL,8,8
BITHAULI F,8,8
NARAJ MARATH,8,8
NARANGI,8,8
NARASAMBUDHI,8,8
JOJWA,8,8
JONEKARANG H,8,8
AMRITHAPURA,8,8
ANANDATANDAV,8,8
DHANG,8,8
BITROI,8,8
DHANIACHHA,8,8
RAHEN BATA,8,8
BAIJNATHPUR,8,8
BAIKUNTH,8,8
NANNILAM,8,8
JUNETA,8,8
RAHIMATPUR,8,8
SUKHCHAIN,8,8
SUKINDA ROAD,8,8
SUKLI,8,8
DANISHPET,8,8
RAHURI,8,8
KANNUR SOUTH,8,8
KANSUDHI,8,8
KANTAKOSH HA,8,8
KACHHLA BRID,8,8
RAI MAIHATPU,8,8
KACHNA,8,8
ANANTAPURAM,8,8
SINDEWAHI,8,8
SINDHAR,8,8
SINDHAVADER,8,8
GOTLAM,8,8
SUBANSIRI,8,8
SUBHAGPUR,8,8
SUBRAHMANYA,8,8
SUDIYUR,8,8
GOUR MALDA,8,8
BAKROL,8,8
KANIYAPURAM,8,8
SUI,8,8
SINGANALLUR,8,8
SINGARPUR,8,8
KADUTURUTTY,8,8
KAGANKARAI,8,8
SIPAYA (HALT,8,8
DARRITOLA,8,8
DASAMPATTI,8,8
GHORMARA,8,8
MUDLANA,8,8
MUGLOLLI,8,8
KANDARPUR,8,8
KANDEL ROAD,8,8
KANDHARAN HA,8,8
KANG KHURD,8,8
DHAKIA TIWAR,8,8
DHAMTAN SAHI,8,8
DHANA KHERLI,8,8
KOTLI KALAN,8,8
NAKACHARI,8,8
LADDA,8,8
BASI KIRATPU,8,8
BASSI,8,8
SIRIPURAM,8,8
SIRSALA  HAL,8,8
SIRSI MUKHDU,8,8
SIRSUPHAL,8,8
SISAI GULAB,8,8
DAUD KHAN,8,8
BHIMNATH,8,8
MUKHTRIARA B,8,8
MULACALA CHE,8,8
KANANUR,8,8
BODELI,8,8
SRI VIJAINAG,8,8
SRIPANI,8,8
SONEKHPUR HA,8,8
SONI,8,8
BOGINADI,8,8
KANCHAUSI,8,8
MULEWAL KHAI,8,8
KANAD,8,8
SISARKA,8,8
SISIBORGAON,8,8
KAKRAHA REST,8,8
KAKRI GUMA,8,8
KALA KUND,8,8
BAJEKHAN HAL,8,8
BAJRANJGARH,8,8
NAGIREDDIPAL,8,8
NAGJUA FS,8,8
NAGLA TULA,8,8
NAGOTHANE,8,8
NAGPUR ROAD,8,8
SOMTANE,8,8
SONAGIR,8,8
SONAI,8,8
BHILUPUR,8,8
MURADPUR (HA,8,8
SITALNAGAR,8,8
SITAMPET HAL,8,8
DEWALGAON,8,8
DEWAN HAT,8,8
DHABAN,8,8
NAGARIA SADA,8,8
NAGBHIR JN.,8,8
BAIRI HALT,8,8
BAITALPUR,8,8
BAJALTA,8,8
BOGOLU,8,8
DEORAHA BABA,8,8
DEORANIAN,8,8
DERABABA NAN,8,8
BAKHRI,8,8
KAMALPUR,8,8
DHACHNA,8,8
SIVOK,8,8
SIWAITH,8,8
KALIKIRI,8,8
VIKRAVANDI,8,8
VILAVADE,8,8
NAGAR,8,8
KALLIDAIKURU,8,8
KALLIGUDI,8,8
YEDIYYURU,8,8
GOBERWAHI,8,8
VIRA VALLI H,8,8
BHAGTANWALA,8,8
RAM DAYALU N,8,8
RAMA CHANDRA,8,8
RAMAIPUR (HA,8,8
GOINDWAL SAH,8,8
KUMARIPUR HA,8,8
KUMENDI,8,8
AGSAULI,8,8
KUAKHERA HAL,8,8
AHALYAPUR F,8,8
BIROHE,8,8
WANGAPALLI,8,8
WANI,8,8
MUTHANI,8,8
KALAVUR H.,8,8
LAIMEKURI,8,8
SOBHAPUR,8,8
SOMANUR,8,8
SOMESAR,8,8
KALWAN HALT,8,8
KALYANKOT  H,8,8
KAMALNAGAR,8,8
MURSAN,8,8
MURTHIPALAYA,8,8
MURTI HALT,8,8
KALLAKKUDI-P,8,8
KALLAL,8,8
LAKHABAVAL,8,8
DEMU,8,8
SEVUR,7,7
CHHARODI,7,7
SATYAVADA HA,7,7
MUNDA GOPAL,7,7
NEW GARH MAD,7,7
SURLA ROAD,7,7
DAUN KALAN,7,7
JASODA,7,7
JAGJVAN HALT,7,7
DHINDSA,7,7
RAKHITPUR,7,7
BAHORA CHAND,7,7
JALALPUR-PAN,7,7
BATUVA. P.H.,7,7
RAMESHWAR NA,7,7
KANNAUJ CITY,7,7
YAQUTGANJ (H,7,7
MIRTHAL,7,7
MATHABHANGA,7,7
SHERGANJ (HA,7,7
SRI JHADESHW,7,7
CHERAGRAM BH,7,7
SIRSAUL,7,7
JHEJHAR,7,7
KARUVATTA H.,7,7
SIKKAL,7,7
SIHAPAR (HAL,7,7
ANDANAPETTAI,7,7
TALAMANCHI,7,7
DHAURSALAR H,7,7
NAGANSUR,7,7
JAKHVADA,7,7
KALHAR,7,7
DESHAPRAN PH,7,7
CHHAYAPURI,7,7
NAMLI,7,7
PALAKKODU,7,7
BARITHEN GAR,7,7
MARIAMMN KOV,7,7
DHANA LADANP,7,7
INGUR,7,7
BAYYAVARAM,7,7
MANDHANA JN,7,7
CHINCHPADA,7,7
BAKHOTI KHAS,7,7
JHADUPUDI,7,7
ARAKKONAM NO,7,7
NELLIMARLA,7,7
SUMMA DEVI,7,7
MOHAN NAGAR,7,7
SULUR ROAD,7,7
SULHANI,7,7
PADMAPUKUR,7,7
NANDHAKUMARP,7,7
TILATI,7,7
KARAKAD,7,7
ANTAH,7,7
SHANKERPUR,7,7
SINGHIRAMPUR,7,7
SHIVNAGAR,7,7
AMBLI ROAD,7,7
BARUVA,7,7
MANI MAU,7,7
KANKOT,7,7
JENAPUR,7,7
KAURARA,7,7
JORKIAN,7,7
NIDAGHATTA H,7,7
SILAO,7,7
JADARAMA KUN,7,7
IRGAON P.H.,7,7
SANK,7,7
TIRUMALAIRAY,7,7
CHAWAPAIL,7,7
MALLAPA GATE,7,7
BARGARH,7,7
SANAHWAL,7,7
HUNSIHADGIL,7,7
KHAIRAR JN.,7,7
MALIKPUR (HA,7,7
CHAUBEPUR,7,7
PARANGIPPETT,7,7
TOTIYAPALAIY,7,7
PARAO MAHNA,7,7
ARGORA  PH,7,7
TULJAPUR,7,7
ARELI (HALT),7,7
HIRNAWALI,7,7
KHANDBARA,7,7
TULSI ASHRAR,7,7
BENIPATTI PI,7,7
SALAMATPUR,7,7
SALAIA,7,7
FATEHGARH HA,7,7
FATEH SINGHW,7,7
MAHRAULI,7,7
FUNGO HALT,7,7
SAIDANWALA,7,7
UKAI SONGHAD,7,7
MAHENDRAVADI,7,7
KHIRASDOH JN,7,7
BABLAD,7,7
BANDARUPALLE,7,7
CHANDAGIRI K,7,7
BABUPUR (HAL,7,7
HARPUR NAG,7,7
CHALTHAN,7,7
HARIPUR,7,7
BHANAPUR,7,7
AKASHI  PH,7,7
HARIDAS PUR,7,7
PERUNDURAI,7,7
KHUDLAPUR F,7,7
KHUDAGANJ,7,7
MADHOPUR PUN,7,7
BYREE,7,7
GANGIWARA,7,7
GANGAIKONDAN,7,7
KHURHAND,7,7
UTRI PURA,7,7
GANGWA PUR (,7,7
BUGLANWALI,7,7
PIPLI PAKHI,7,7
RITHI,7,7
GAUDGAON,7,7
HADDINGAUNDU,7,7
AISHBAGH,7,7
VANJIPALAIYA,7,7
BUDHSINGHWAL,7,7
GAUTAM STHAN,7,7
LILIYA MOTA,7,7
AUNG,7,7
GHAL KALAN,7,7
BOROTI,7,7
AJHARAIL,7,7
BRAHMANI,7,7
VELPURU HALT,7,7
LAKSHMINARAY,7,7
PURWA KHERA,7,7
VIJAYAMANGAL,7,7
BANSDIH ROAD,7,7
LAKHOLI,7,7
KOTLA,7,7
KOTTUR HALT,7,7
GINIGERA,7,7
GOP JAM,7,7
RAJAPUR HALT,7,7
VISHRAMBAG,7,7
GOLANTHRA,7,7
MUSHARWA   H,7,7
KUDIKADU,7,7
KUDALNAGAR,7,7
NAKKANADODDI,6,6
NAHARLAGUN,6,6
KAILI,6,6
KAILARAS,6,6
KAHANGARH HA,6,6
NAMANASAMUDR,6,6
NALOI BARWA,6,6
NALKATA,6,6
DHAMTARI,6,6
DHAMNI HALT,6,6
DHALAIBI,6,6
KANDRORI,6,6
MUGAD,6,6
MUDIGUBBA,6,6
MOWAD,6,6
KANNAMANGALA,6,6
DATEWAS,6,6
SRIRAMPURAM,6,6
SINGRA,6,6
NANDIKOOR,6,6
NANDAPUR,6,6
NANA,6,6
KADABARI HAT,6,6
SINGHPOKHARI,6,6
SINGARAM,6,6
SINDURWA,6,6
SINDRI TOWN,6,6
KANIYAMBADI,6,6
BALABHADRAPU,6,6
BAKULHA,6,6
MOTUMARI JN.,6,6
DANTIA,6,6
DANSI PH,6,6
SUCHIPIND HA,6,6
SINDRI MARSH,6,6
KACHERA,6,6
KABRAI,6,6
JUTOGH,6,6
BAIHATA,6,6
BAIGUDA,6,6
BAHRAM,6,6
KANSIYA NES,6,6
KANNJARA HAL,6,6
DANGTAL,6,6
DANGIDAHAR,6,6
DANEA,6,6
DANDU GOPALA,6,6
DANDI MAL,6,6
JUNG BAHADUR,6,6
JUNAGARH ROA,6,6
JUMNAL,6,6
JULMI,6,6
NARA HALT,6,6
NAOJAN,6,6
NANOGAON ROA,6,6
BAIKUNTH WES,6,6
DHANARI,6,6
AMTA,6,6
JORANDA ROAD,6,6
JORAI,6,6
JORA ALAPUR,6,6
NARASINGANPE,6,6
NARANJIPUR,6,6
JUNONA HALT,6,6
SUMMIT,6,6
SUMMER HILL,6,6
SUMAOLI,6,6
DANIYAWAN FL,6,6
MORSHI,6,6
MORI BERA,6,6
MORDAD TANDA,6,6
MORAIYA,6,6
MORA,6,6
MONABARI,6,6
BARUA BAMUNG,6,6
JODHKA,6,6
NARINDARPURA,6,6
SILLAKKUDI,6,6
SILANIBARI,6,6
SILAIMAN,6,6
SILA KHERI,6,6
SIKRODA KWAN,6,6
BHESLANA,6,6
SUPRAKANDI,6,6
SUNMAI HALT,6,6
BARSI TAKLI,6,6
KANWAT,6,6
MOLAKALMURU,6,6
MOHITNAGAR,6,6
NATHDWARA,6,6
NARTHAR (HAL,6,6
JOGIMAGRA,6,6
JOGESWAR BIH,6,6
JOGENDRA NAG,6,6
SIKRIPAI,6,6
KAOTHA,6,6
BARUD,6,6
MOHARI,6,6
MOHANUR,6,6
MOHANPURA HA,6,6
MOHANPUR,6,6
DALPATPUR,6,6
SHYAMPURA,6,6
SHYAMA CHARA,6,6
SHUKARULLAHP,6,6
DHARI,6,6
DHAREWADA,6,6
JIRINIA,6,6
JIGNI KHAS (,6,6
NAVALGOAN,6,6
MOHADI PRAGA,6,6
MIYANA,6,6
SURATPURA JN,6,6
AMJONGA,6,6
AMDI,6,6
SURAJKUNDA,6,6
NATHWANA,6,6
JHINKPANI,6,6
JHILO,6,6
NAYA BHAGIRA,6,6
NAWASHAHR DO,6,6
DHARAMTUL,6,6
DHARAMPUR  H,6,6
SHRI-KSHETRA,6,6
SURJAKAMAL,6,6
SURGAON BANJ,6,6
SURER,6,6
MIRZAPUR BAC,6,6
MIRZA,6,6
MINNAMPALLI,6,6
MINDHA,6,6
KARCHHA,6,6
SHRI GHASI N,6,6
SHRI AMIRGAD,6,6
DHAURMUI JAG,6,6
SWARUPGANJ,6,6
KARANPURA,6,6
MIHRAWAN,6,6
MEWA NAWADA,6,6
KARJODA,6,6
KARIHA HALT,6,6
DAL CHAPRA F,6,6
DAKSHINBARI,6,6
NETAWAL,6,6
NEPALGANJ RO,6,6
NELLIKUPPAM,6,6
JHANKAD SARA,6,6
SHIVPURA,6,6
SHIVNISHIVAP,6,6
DHIRGANJ,6,6
TAJPUR,6,6
KARHIYA BHAD,6,6
BALLALPURE,6,6
KARSINDHU HA,6,6
DAILWARA,6,6
DAHEGAON,6,6
NEW GITALDAH,6,6
BAGWALI,6,6
BAGWADA,6,6
DHIGAWARA,6,6
SHIRUD,6,6
SHERPUR,6,6
KASBE SUKENE,6,6
KARMAHAT,6,6
KARKEND PH,6,6
METHAI F,6,6
MELUSAR,6,6
TALAIVASAL,6,6
TALABURU,6,6
TAKLIMIYA HA,6,6
TAKLI,6,6
JHALUARBAR,6,6
JHALAWAR CIT,6,6
JETHUKE,6,6
JETHI,6,6
JETALVAD,6,6
DHOLI (BHAL),6,6
SHANKAPUR HA,6,6
JAWALI,6,6
SHAKARNAGAR,6,6
DHURANA,6,6
DHUPDHARA,6,6
DHULE,6,6
DHUANKHEDI,6,6
SEWAR,6,6
DABOLIM H,6,6
DABLI RATHAN,6,6
DABLA,6,6
TALANALLUR,6,6
MELPATTAMBAK,6,6
MELNARIYAPPA,6,6
KASHINAGAR P,6,6
KASHIABARI,6,6
KARUKHIRHARN,6,6
